"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation","dissection:ch1","tissue type:ch1","treatment:ch1"
"GSM1551383","CIN3-13","GSM1551383","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551383/suppl/GSM1551383_CIN3-13_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551384","CIN3-14","GSM1551384","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551384/suppl/GSM1551384_CIN3-14_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551385","CIN3-15","GSM1551385","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551385/suppl/GSM1551385_CIN3-15_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551386","CIN3-16","GSM1551386","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551386/suppl/GSM1551386_CIN3-16_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551387","CIN3-17","GSM1551387","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551387/suppl/GSM1551387_CIN3-17_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551388","CIN3-18","GSM1551388","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551388/suppl/GSM1551388_CIN3-18_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551389","CIN3-19","GSM1551389","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551389/suppl/GSM1551389_CIN3-19_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551390","CIN3-20","GSM1551390","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551390/suppl/GSM1551390_CIN3-20_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551391","CIN3-21","GSM1551391","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551391/suppl/GSM1551391_CIN3-21_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551392","CIN3-22","GSM1551392","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551392/suppl/GSM1551392_CIN3-22_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551393","CIN3-23","GSM1551393","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551393/suppl/GSM1551393_CIN3-23_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551394","CIN3-24","GSM1551394","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551394/suppl/GSM1551394_CIN3-24_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551395","CIN3-25","GSM1551395","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551395/suppl/GSM1551395_CIN3-25_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551396","CIN3-26","GSM1551396","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551396/suppl/GSM1551396_CIN3-26_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551397","CIN3-27","GSM1551397","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551397/suppl/GSM1551397_CIN3-27_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551398","CIN3-28","GSM1551398","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551398/suppl/GSM1551398_CIN3-28_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551399","CIN3-29","GSM1551399","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551399/suppl/GSM1551399_CIN3-29_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551400","CIN3-30","GSM1551400","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551400/suppl/GSM1551400_CIN3-30_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551401","CIN3-31","GSM1551401","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551401/suppl/GSM1551401_CIN3-31_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551402","CIN3-32","GSM1551402","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551402/suppl/GSM1551402_CIN3-32_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551403","CIN3-33","GSM1551403","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551403/suppl/GSM1551403_CIN3-33_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551404","CIN3-34","GSM1551404","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551404/suppl/GSM1551404_CIN3-34_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551405","CIN3-35","GSM1551405","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551405/suppl/GSM1551405_CIN3-35_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
"GSM1551406","CIN3-36","GSM1551406","Public on Jul 01 2015","Nov 20 2014","Feb 26 2020","RNA","1","cervix","Homo sapiens","tissue type: cervical intraepithelial neoplasm, high grade lesion","treatment: flash-frozen biopsy, cryosectioned","dissection: laser-captured","N/A","N/A","total RNA","Trizol extraction of total RNA was performed according to the manufacturer's instructions","biotin","total RNA was converted to cDNA usingT7 promoter-linked oligo-d(T), transcribed using T7 RNA polymerase, converted again to cDNA for a second round of amplification using T7 RNA polymerase in the presence of biotinylated ribonucleotides","9606","At UW-Madison Biotech Center core facilties, according to Affymetrix instructions using Affymetrix Array hybridization stations","Gene Array Scanner at UW-Madison Biotech Center core facilties","gene expression data from epithelium","GC-RMA","GPL570","Johan,,den Boon","jdenboon@morgridge.org","Virology","Morgridge Institute for Research","330 North Orchard Street","Madison","WI","53715","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1551nnn/GSM1551406/suppl/GSM1551406_CIN3-36_U133_Plus2.CEL.gz","54675","Reanalyzed by: GSE145976","laser-captured","cervical intraepithelial neoplasm, high grade lesion","flash-frozen biopsy, cryosectioned"
